Birch_Bay,jpg,Front view
ext-01,jpg,Front left view
ext-02,jpg,Rear left view
ext-03,jpg,Rear view
ext-04,jpg,Right view with garage
ext-05,jpg,Front entry porch
ext-06,jpg,Front entry sidewalk
ext-07,jpg,Right side view
