112_05,jpg,Great Room from top of spiral stair
104_06,jpg,Great Room windows and french doors
105_00,jpg,Great Room fireplace and stairway to Loft
105_06,jpg,Entry Foyer with Loft balcony
106_00,jpg,Spiral stair leading to Master Suite
106_08,jpg,Kitchen
107_00,jpg,Kitchen
107_10,jpg,Dining Room
108_00,jpg,Dining Room
109_08,jpg,Master Bedroom
110_00,jpg,Master Bedroom
112_00,jpg,View back from doorway to Master suite
113_06,jpg,View from loft above Great Room
