Outreach,jpg,View from below
ext-00,jpg,View of entry from lower driveway
ext-01,jpg,View of deck from lower driveway
ext-02,jpg,View of deck from lower driveway
ext-03,jpg,Entry side view
ext-04,jpg,Right side
ext-05,jpg,Right side
ext-06,jpg,Rear view from above
ext-07,jpg,View of entry from above
ext-08,jpg,Entry porch
