08,jpg,Front view
00,jpg,Front left view
01,jpg,Front view
02,jpg,front view
03,jpg,Right side view
04,jpg,Back left view
05,jpg,Back (entry) view
06,jpg,Right side view
07,jpg,Right side view
101,jpg,"Looking across dining room to kitchen, archway and stairs."
103,jpg,View of fireplace and stairs
104,jpg,Upper loft view towards bath room area
105,jpg,Great room window wall and log beam ceiling
102,jpg,View of stair and fireplace from front foyer
