Juniper,jpg,Right Front corner
2,jpg,Front View
3,jpg,Left Side view
5,jpg,Back view
6,jpg,Back view
7,jpg,Right Side view
8,jpg,Right Side view
9,jpg,Front Deck--birds-eye view
10,jpg,Front Deck--birds-eye view
11,jpg,Front Deck
12,jpg,Entry Porch
13,jpg,Dormer and Entry Porch roof
15,jpg,Upper dormer
