int_03,jpg,View of Fireplace in Living Room
int_15,jpg,Living room looking towards front wall
int_05,jpg,View of Kitchen
int_14,jpg,Veiw towards kitchen with loft above
int_09,jpg,View towards stair from loft
int_12,jpg,View of Fireplace from Loft
int_10,jpg,View of master bedroom
int_11,jpg,View of Loft
