Cottonwood-0000,jpg,Front view
Cottonwood-0100,jpg,Right view
Cottonwood-0300,jpg,Right rear view
Cottonwood-0500,jpg,Left rear view
Cottonwood-0600,jpg,Front left view
Cottonwood-0700,jpg,Deck and timber truss
Cottonwood-0800,jpg,Entry porch
