0,jpg,Front Right view
2,jpg,Right Side View
4,jpg,Entry View (note: optional porte-cochere roof shown)
5,jpg,Left Side of Garage with optional porte-cochere roof beyond
10,jpg,Rear deck
13,jpg,Upper deck over Sun Room
