ext-01,jpg,Right side view
ext-03,jpg,View from below
ext-05,jpg,Left side view
ext-06,jpg,Front view with entry and master bedroom balcony over
ext-07,jpg,Entry porch
ext-08,jpg,Main deck in front of dining area
ext-09,jpg,Main floor bedroom private deck
