rov-01,jpg,Front Right Side View
rov-03,jpg,Back Right Side View
rov-05,jpg,Back (Entry) View
cm1-04,jpg,Front Left View
cm1-03,jpg,Covered Patio outside Living Room
cm1-05,jpg,Covered Patio outside Dining Room
cm1-08,jpg,Covered porch beside Kitchen
rov-12,jpg,Covered porch beside Kitchen
cm1-11,jpg,Entry porch
nite-00,jpg,Covered Patio outside Living Room-night view
nite-03,jpg,Patio outside Dining Room--night view with outdoor fireplace
nite-06,jpg,Front view at night
