103,jpg,Living Room from top of stair looking towards front right
104,jpg,Kitchen area from near stair
105,jpg,Kitchen and Nook area from Living Room
106,jpg,Stair and rear windows from Living Room
107,jpg,Stair from Kitchen
108,jpg,French doors from Kitchen to front balcony
109,jpg,Stair and rear windows
