Montara-ext-100,jpg,Front view
Montara-ext-300,jpg,Right side view
Montara-ext-400,jpg,Rear view
Montara-ext-500,jpg,View of balcony of upstairs bedroom
Montara-ext-600,jpg,Entry porch
Montara-ext-800,jpg,Rear dormer for upstairs bathroom
