0,jpg,Front view with garage
1,jpg,Left Side view
2,jpg,Left Side view with Entry porch
3,jpg,Back view
4,jpg,Back view
5,jpg,Right Side view with deck off Master Bedroom
6,jpg,Right Side Front view
8,jpg,Birds-eye view of front deck over garage
